id,count
1112,110.33
1114,301.36
1116,287.7
1117,148.16
1118,102.78
1122,181.61
1124,142.8
1127,127.87
1133,254.64
1134,46.12
1135,220.4
1139,312.15
1143,65.69
1150,131.0
1151,92.41
1153,292.29
1155,27.75
1162,22.91
1163,175.54
1166,21.23
1171,83.21
1172,16.226666666666667
1173,223.99
1174,89.475
1177,108.41
1178,216.34
1184,222.3
1185,103.165
1186,129.86
1187,185.92
1188,275.0
1191,141.81
1207,101.77
1213,43.24
1215,139.92
1223,258.69
1227,101.66
1236,66.53
1237,56.03
1238,20.13
1241,24.5
1248,13.51
1250,44.78
1251,131.16
1253,124.32
1255,106.08
1257,258.69
1261,128.75
1262,365.59
1265,172.2
1273,157.23
1277,280.25
1278,139.4
1280,129.31
1284,234.65
1285,342.9
1288,33.9
1295,97.47
1297,403.01
1299,229.69
1304,147.7
1308,46.59
1310,104.08
1311,149.02
1314,96.94
1315,101.23
1318,44.88
1320,337.38
1321,295.91
1322,250.21
1330,118.18
1333,146.87
1334,223.02
1341,173.0
1344,176.31
1351,249.85
1354,99.17
1356,66.71
1363,99.95
1365,209.04
1369,146.0
1373,129.77
1375,99.87
1377,86.7
1379,221.61
1380,293.67
1381,97.61
1384,177.41
1390,199.56
1393,238.47
1395,64.23
1399,342.56
1400,96.02
1401,181.5
1404,120.5
1408,15.04
1409,30.53
1413,218.35
1416,279.25
1418,100.5
1423,104.04
1424,27.81
1425,15.32
1433,177.49
1434,177.27
1436,330.64
1442,257.5
1444,86.7
1445,150.31
1452,169.19
1455,142.29
1462,66.65
1467,86.045
1472,42.65
1475,235.55
1493,123.81
1501,199.62
1503,308.98
1504,228.67
1505,16.31
1511,170.91
1512,60.95
1513,125.71
1514,38.79
1528,189.68
1533,237.01
1534,24.79
1536,146.76
1537,53.1425
1539,258.32
1550,229.45
1552,211.985
1554,199.27
1555,379.14
1556,94.34
1559,37.62
1563,210.8
1566,198.65
1567,216.38
1568,22.89
1571,230.98
1572,15.21
1574,56.82
1577,17.73
1583,126.54
1585,33.89
1586,201.23
1587,223.11
1596,139.49
1602,44.85
1604,84.665
1605,42.72
1610,303.55
1611,97.65
1616,33.9
1617,97.83
1618,16.81
1622,35.25
1623,33.95
1628,312.34
1631,14.45
1632,137.72
1633,241.72
1634,337.9
1636,244.14
1637,102.045
1643,176.77
1644,105.12
1646,104.1
1648,184.755
1651,43.29
1656,19.52933333333333
1658,125.88
1659,17.60666666666667
1665,227.94
1666,149.51
1670,44.89
1674,191.29416666666665
1679,256.1
1680,253.03
1683,330.4
1686,24.26
1691,99.51
1693,40.2
1696,39.73
1697,100.1
1703,101.29
1706,27.79
1709,213.73
1710,86.7
1712,194.66
1713,132.99
1718,403.69
1719,199.53
1722,274.21
1723,120.55
1724,294.45
1728,85.26
1730,28.03
1732,24.94
1737,45.53
1745,86.97
1747,16.84
1748,15.94
1755,127.2
1759,13.87
1761,287.7
1764,232.99
1765,132.77
1766,88.16
1768,100.51
1770,23.04
1771,143.52
1774,94.42
1785,161.26
1788,214.95
1792,13.21
1794,219.55
1797,146.01
1798,12.38
1799,235.14
1802,101.69
1806,44.77
1808,81.31
1810,204.08
1818,192.4
1819,396.94
1820,278.83
1822,242.28
1826,244.57
1827,194.48
1835,19.13
1841,91.55
1842,134.8
1843,15.38
1846,37.63
1849,88.61
1850,166.94
1851,222.25
1857,64.7
1858,201.00799999999998
1860,96.45
1861,232.2
1864,127.91
1869,330.14
1871,66.53
1872,37.61
1875,16.37
1878,220.24
1879,262.69
1885,82.56
1888,86.03
1889,25.64
1890,100.11
1896,179.2
1897,181.97
1898,167.26
1900,88.9
1905,44.89
1908,105.93
1909,102.1
1913,57.95
1918,127.04
1922,324.81
1923,136.29
1925,293.6
1926,158.8
1927,305.6
1930,199.68
1935,96.94
1939,109.74
1942,91.36
1943,200.97
1948,237.01
1949,280.43
1951,107.0075
1953,91.64
1959,169.95
1963,13.31
1967,129.4
1973,281.77
1975,27.48
1976,93.55
1990,93.72
1993,124.87
1997,222.46
1999,143.02
2001,296.43
2004,94.57
2010,105.305
2013,138.89
2017,320.48
2021,135.69
2023,216.27
2026,144.02
2037,38.79
2039,234.84
2041,16.47
2046,19.26
2050,15.17
2060,228.3
2067,112.08
2069,132.39
2072,254.56
2074,182.04
2079,118.54
2083,26.86
2085,235.8
2087,18.58
2093,140.83
2094,38.79
2097,44.89
2103,96.23
2104,62.97
2107,210.59
2108,22.32
2110,82.35
2115,255.21
2117,33.51
2125,331.24
2127,220.81
2133,13.76
2134,385.07
2135,130.82
2141,232.49
2143,43.29
2145,89.12
2146,30.73
2147,296.94
2148,66.65
2149,53.8
2165,126.83
2166,189.1
2177,222.35
